"","folder","name","question","Item Type","Section","Type","Program","Language","Level","ID","SectionShort","date"
"3645","Inferential_Statistics/uva-binomial-test-1403-nl","uva-binomial-test-1403-nl","
De nulhypothese wordt getoetst die stelt dat de proportie 0.5 is tegen
het alternatief die stelt dat de proportie groter is dan 0.5. Het
significantieniveau dat wordt gebruikt is 0.025. De steekproefgrootte is
130 en er wordt aangenomen dat volgens de centrale limietstelling de *sampling distribution* bij benadering normaal verdeeld is. Vanaf welke
proportie kan de nulhypothese worden verworpen?
Answerlist
----------
* 0.4077
* 0.586
* 0.6308
","schoice","Inferential Statistics/Non-parametric Techniques/Binomial test","Calculation",NA,"Dutch","Statistical Literacy","a9617","Inferential Statistics/Binomial test","2026-01-12"
"3646","Inferential_Statistics/uva-binomial-test-1404-en","uva-binomial-test-1404-en","
The null hypothesis is tested which states that the proportion is 0.2 against the alternative which states that the proportion is greater than 0.2. The significance level used is 0.025. The sample size is 190 and it is assumed that according to the central limit theorem the *sampling distribution* is approximately normally distributed. From what proportion can the null hypothesis be rejected?
Answerlist
----------
* 0.2569
* 0.2632
* 0.7474
","schoice","Inferential Statistics/Non-parametric Techniques/Binomial test","Calculation",NA,"English","Statistical Literacy","5175b","Inferential Statistics/Binomial test","2026-01-12"
"3647","Inferential_Statistics/uva-binomial-test-1404-nl","uva-binomial-test-1404-nl","
De nulhypothese wordt getoetst die stelt dat de proportie 0.2 is tegen
het alternatief die stelt dat de proportie groter is dan 0.2. Het
significantieniveau dat wordt gebruikt is 0.025. De steekproefgrootte is
190 en er wordt aangenomen dat volgens de centrale limietstelling de *sampling distribution* bij benadering normaal verdeeld is. Vanaf welke
proportie kan de nulhypothese worden verworpen?
Answerlist
----------
* 0.2569
* 0.2632
* 0.7474
","schoice","Inferential Statistics/Non-parametric Techniques/Binomial test","Calculation",NA,"Dutch","Statistical Literacy","2bb49","Inferential Statistics/Binomial test","2026-01-12"
"3648","Inferential_Statistics/uva-binomial-test-1405-en","uva-binomial-test-1405-en","
The null hypothesis is tested which states that the proportion is 0.7 against the alternative which states that the proportion is greater than 0.7. The significance level used is 0.025. The sample size is 60 and it is assumed that according to the central limit theorem the *sampling distribution* is approximately normally distributed. From what proportion can the null hypothesis be rejected?
Answerlist
----------
* 0.3
* 0.816
* 0.8833
","schoice","Inferential Statistics/Non-parametric Techniques/Binomial test","Calculation",NA,"English","Statistical Literacy","4ab9d","Inferential Statistics/Binomial test","2026-01-12"
"3649","Inferential_Statistics/uva-binomial-test-1405-nl","uva-binomial-test-1405-nl","
De nulhypothese wordt getoetst die stelt dat de proportie 0.7 is tegen
het alternatief die stelt dat de proportie groter is dan 0.7. Het
significantieniveau dat wordt gebruikt is 0.025. De steekproefgrootte is
60 en er wordt aangenomen dat volgens de centrale limietstelling de *sampling distribution* bij benadering normaal verdeeld is. Vanaf welke
proportie kan de nulhypothese worden verworpen?
Answerlist
----------
* 0.3
* 0.816
* 0.8833
","schoice","Inferential Statistics/Non-parametric Techniques/Binomial test","Calculation",NA,"Dutch","Statistical Literacy","55d90","Inferential Statistics/Binomial test","2026-01-12"
"3650","Inferential_Statistics/uva-binomial-test-1406-en","uva-binomial-test-1406-en","
The null hypothesis is tested which states that the proportion is 0.9 against the alternative which states that the proportion is greater than 0.9. The significance level used is 0.025. The sample size is 130 and it is assumed that, according to the central limit theorem, the *sampling distribution* is approximately normally distributed. From what proportion can the null hypothesis be rejected?
Answerlist
----------
* 0.7024
* 0.9516
* 0.9538
","schoice","Inferential Statistics/Non-parametric Techniques/Binomial test","Calculation",NA,"English","Statistical Literacy","ba100","Inferential Statistics/Binomial test","2026-01-12"
"3651","Inferential_Statistics/uva-binomial-test-1406-nl","uva-binomial-test-1406-nl","
De nulhypothese wordt getoetst die stelt dat de proportie 0.9 is tegen
het alternatief die stelt dat de proportie groter is dan 0.9. Het
significantieniveau dat wordt gebruikt is 0.025. De steekproefgrootte is
130 en er wordt aangenomen dat volgens de centrale limietstelling de *sampling distribution* bij benadering normaal verdeeld is. Vanaf welke
proportie kan de nulhypothese worden verworpen?
Answerlist
----------
* 0.7024
* 0.9516
* 0.9538
","schoice","Inferential Statistics/Non-parametric Techniques/Binomial test","Calculation",NA,"Dutch","Statistical Literacy","5a77d","Inferential Statistics/Binomial test","2026-01-12"
"3652","Inferential_Statistics/uva-binomial-test-1407-en","uva-binomial-test-1407-en","
The null hypothesis is tested which states that the proportion is 0.7 against the alternative which states that the proportion is greater than 0.7. The significance level used is 0.025. The sample size is 120 and it is assumed that, according to the central limit theorem, the *sampling distribution* is approximately normally distributed. From what proportion can the null hypothesis be rejected?
Answerlist
----------
* 0.4525
* 0.7083
* 0.782
","schoice","Inferential Statistics/Non-parametric Techniques/Binomial test","Calculation",NA,"English","Statistical Literacy","a82cb","Inferential Statistics/Binomial test","2026-01-12"
"3653","Inferential_Statistics/uva-binomial-test-1407-nl","uva-binomial-test-1407-nl","
De nulhypothese wordt getoetst die stelt dat de proportie 0.7 is tegen
het alternatief die stelt dat de proportie groter is dan 0.7. Het
significantieniveau dat wordt gebruikt is 0.025. De steekproefgrootte is
120 en er wordt aangenomen dat volgens de centrale limietstelling de *sampling distribution* bij benadering normaal verdeeld is. Vanaf welke
proportie kan de nulhypothese worden verworpen?
Answerlist
----------
* 0.4525
* 0.7083
* 0.782
","schoice","Inferential Statistics/Non-parametric Techniques/Binomial test","Calculation",NA,"Dutch","Statistical Literacy","4164f","Inferential Statistics/Binomial test","2026-01-12"
"3654","Inferential_Statistics/uva-binomial-test-1408-en","uva-binomial-test-1408-en","
The null hypothesis is tested which states that the proportion is 0.3 against the alternative which states that the proportion is greater than 0.3. The significance level used is 0.025. The sample size is 20 and it is assumed that according to the central limit theorem the *sampling distribution* is approximately normally distributed. From what proportion can the null hypothesis be rejected?
Answerlist
----------
* 0.35
* 0.4452
* 0.5008
","schoice","Inferential Statistics/Non-parametric Techniques/Binomial test","Calculation",NA,"English","Statistical Literacy","81b93","Inferential Statistics/Binomial test","2026-01-12"
"3655","Inferential_Statistics/uva-binomial-test-1408-nl","uva-binomial-test-1408-nl","
De nulhypothese wordt getoetst die stelt dat de proportie 0.3 is tegen
het alternatief die stelt dat de proportie groter is dan 0.3. Het
significantieniveau dat wordt gebruikt is 0.025. De steekproefgrootte is
20 en er wordt aangenomen dat volgens de centrale limietstelling de *sampling distribution* bij benadering normaal verdeeld is. Vanaf welke
proportie kan de nulhypothese worden verworpen?
Answerlist
----------
* 0.35
* 0.4452
* 0.5008
","schoice","Inferential Statistics/Non-parametric Techniques/Binomial test","Calculation",NA,"Dutch","Statistical Literacy","1c8aa","Inferential Statistics/Binomial test","2026-01-12"
"3656","Inferential_Statistics/uva-binomial-test-1409-en","uva-binomial-test-1409-en","
The null hypothesis is tested which states that the proportion is 0.4 against the alternative which states that the proportion is greater than 0.4. The significance level used is 0.025. The sample size is 170 and it is assumed that according to the central limit theorem the *sampling distribution* is approximately normally distributed. From what proportion can the null hypothesis be rejected?
Answerlist
----------
* 0.4736
* 0.4941
* 0.5176
","schoice","Inferential Statistics/Non-parametric Techniques/Binomial test","Calculation",NA,"English","Statistical Literacy","69ec6","Inferential Statistics/Binomial test","2026-01-12"
"3657","Inferential_Statistics/uva-binomial-test-1409-nl","uva-binomial-test-1409-nl","
De nulhypothese wordt getoetst die stelt dat de proportie 0.4 is tegen
het alternatief die stelt dat de proportie groter is dan 0.4. Het
significantieniveau dat wordt gebruikt is 0.025. De steekproefgrootte is
170 en er wordt aangenomen dat volgens de centrale limietstelling de *sampling distribution* bij benadering normaal verdeeld is. Vanaf welke
proportie kan de nulhypothese worden verworpen?
Answerlist
----------
* 0.4736
* 0.4941
* 0.5176
","schoice","Inferential Statistics/Non-parametric Techniques/Binomial test","Calculation",NA,"Dutch","Statistical Literacy","918b7","Inferential Statistics/Binomial test","2026-01-12"
"3658","Inferential_Statistics/uva-binomial-test-1410-en","uva-binomial-test-1410-en","
The null hypothesis is tested which states that the proportion is 0.3 against the alternative which states that the proportion is greater than 0.3. The significance level used is 0.025. The sample size is 120 and it is assumed that according to the central limit theorem the *sampling distribution* is approximately normally distributed. From what proportion can the null hypothesis be rejected?
Answerlist
----------
* 0.382
* 0.4083
* 0.6814
","schoice","Inferential Statistics/Non-parametric Techniques/Binomial test","Calculation",NA,"English","Statistical Literacy","1e166","Inferential Statistics/Binomial test","2026-01-12"
"3659","Inferential_Statistics/uva-binomial-test-1410-nl","uva-binomial-test-1410-nl","
De nulhypothese wordt getoetst die stelt dat de proportie 0.3 is tegen
het alternatief die stelt dat de proportie groter is dan 0.3. Het
significantieniveau dat wordt gebruikt is 0.025. De steekproefgrootte is
120 en er wordt aangenomen dat volgens de centrale limietstelling de *sampling distribution* bij benadering normaal verdeeld is. Vanaf welke
proportie kan de nulhypothese worden verworpen?
Answerlist
----------
* 0.382
* 0.4083
* 0.6814
","schoice","Inferential Statistics/Non-parametric Techniques/Binomial test","Calculation",NA,"Dutch","Statistical Literacy","d3bf7","Inferential Statistics/Binomial test","2026-01-12"
"3660","Inferential_Statistics/uva-binomial-test-1411-en","uva-binomial-test-1411-en","
The null hypothesis is tested which states that the proportion is 0.4 against the alternative which states that the proportion is greater than 0.4. The significance level used is 0.025. The sample size is 130 and it is assumed that, according to the central limit theorem, the *sampling distribution* is approximately normally distributed. From what proportion can the null hypothesis be rejected?
Answerlist
----------
* 0.4538
* 0.4842
* 0.7025
","schoice","Inferential Statistics/Non-parametric Techniques/Binomial test","Calculation",NA,"English","Statistical Literacy","88eca","Inferential Statistics/Binomial test","2026-01-12"
"3661","Inferential_Statistics/uva-binomial-test-1411-nl","uva-binomial-test-1411-nl","
De nulhypothese wordt getoetst die stelt dat de proportie 0.4 is tegen
het alternatief die stelt dat de proportie groter is dan 0.4. Het
significantieniveau dat wordt gebruikt is 0.025. De steekproefgrootte is
130 en er wordt aangenomen dat volgens de centrale limietstelling de *sampling distribution* bij benadering normaal verdeeld is. Vanaf welke
proportie kan de nulhypothese worden verworpen?
Answerlist
----------
* 0.4538
* 0.4842
* 0.7025
","schoice","Inferential Statistics/Non-parametric Techniques/Binomial test","Calculation",NA,"Dutch","Statistical Literacy","977ec","Inferential Statistics/Binomial test","2026-01-12"
"3662","Inferential_Statistics/uva-binomial-test-1412-en","uva-binomial-test-1412-en","
The null hypothesis is tested which states that the proportion is 0.7 against the alternative which states that the proportion is greater than 0.7. The significance level used is 0.025. The sample size is 140 and it is assumed that according to the central limit theorem the *sampling distribution* is approximately normally distributed. From what proportion can the null hypothesis be rejected?
Answerlist
----------
* 0.111
* 0.7759
* 0.7929
","schoice","Inferential Statistics/Non-parametric Techniques/Binomial test","Calculation",NA,"English","Statistical Literacy","263a1","Inferential Statistics/Binomial test","2026-01-12"
"3663","Inferential_Statistics/uva-binomial-test-1412-nl","uva-binomial-test-1412-nl","
De nulhypothese wordt getoetst die stelt dat de proportie 0.7 is tegen
het alternatief die stelt dat de proportie groter is dan 0.7. Het
significantieniveau dat wordt gebruikt is 0.025. De steekproefgrootte is
140 en er wordt aangenomen dat volgens de centrale limietstelling de *sampling distribution* bij benadering normaal verdeeld is. Vanaf welke
proportie kan de nulhypothese worden verworpen?
Answerlist
----------
* 0.111
* 0.7759
* 0.7929
","schoice","Inferential Statistics/Non-parametric Techniques/Binomial test","Calculation",NA,"Dutch","Statistical Literacy","949c7","Inferential Statistics/Binomial test","2026-01-12"
"3664","Inferential_Statistics/uva-binomial-test-1413-en","uva-binomial-test-1413-en","
The null hypothesis is tested which states that the proportion is 0.5 against the alternative which states that the proportion is greater than 0.5. The significance level used is 0.025. The sample size is 90 and it is assumed that according to the central limit theorem the *sampling distribution* is approximately normally distributed. From what proportion can the null hypothesis be rejected?
Answerlist
----------
* 0.0936
* 0.6033
* 0.7
","schoice","Inferential Statistics/Non-parametric Techniques/Binomial test","Calculation",NA,"English","Statistical Literacy","25577","Inferential Statistics/Binomial test","2026-01-12"
"3665","Inferential_Statistics/uva-binomial-test-1413-nl","uva-binomial-test-1413-nl","
De nulhypothese wordt getoetst die stelt dat de proportie 0.5 is tegen
het alternatief die stelt dat de proportie groter is dan 0.5. Het
significantieniveau dat wordt gebruikt is 0.025. De steekproefgrootte is
90 en er wordt aangenomen dat volgens de centrale limietstelling de *sampling distribution* bij benadering normaal verdeeld is. Vanaf welke
proportie kan de nulhypothese worden verworpen?
Answerlist
----------
* 0.0936
* 0.6033
* 0.7
","schoice","Inferential Statistics/Non-parametric Techniques/Binomial test","Calculation",NA,"Dutch","Statistical Literacy","f8957","Inferential Statistics/Binomial test","2026-01-12"
